municipalityCode,municipalityName,score,candidateScore,title,url,snippet
21203,高山市,11,24,"オンライン申請等総合窓口",https://www.city.takayama.lg.jp/1005232/1015198.html,"外部リンク） 児童扶養手当の現況届 （外部リンク） 児童手当等に係る寄附の申出 （外部リンク） 児童手当等の受給資格及び児童手当の額についての認定請求 （外部リンク） 児童手当等の受給事由消滅の届出 （外部リンク） 児童手当等の氏名変更／住所変更／口座変更等の届出 （外部リンク） 児童手当等の額の改定の請求及び届出 （外部リンク） 未支払の児童手当等の請求 （外部リンク） 支給認定（保育の必要性の認定）の申請 （外部リンク） 保育施設等"
21203,高山市,11,11,"",https://www.city.takayama.lg.jp/furusatonozei/index.html,"354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 "
21203,高山市,11,3,"市民課窓口混雑状況",https://www.city.takayama.lg.jp/1019401/1019412.html,"市、国立大学法人東海国立大学機構名古屋大学、NECソリューションイノベータ株式会社との連携協定に基づき、ICTを活用したまちづくりの推進の一環として行っているものです。 このページに関する お問い合わせ 市民福祉部 市民課 電話：0577-35-3496 ファクス：0577-35-3164 お問い合わせは専用フォームをご利用ください。 注目の情報 みんかな高山 市民課窓口混雑状況 職員採用 地域おこし協力隊員の受入団体募集 こども若者オ"
21203,高山市,11,12,"市営住宅（地域対応活用）使用者の募集について",https://www.city.takayama.lg.jp/1003897/1023204.html,"めには、「Adobe（R） Reader」が必要です。お持ちでない方は、Adobeのサイトからダウンロード（無償）してください。 Adobeのサイトへ新しいウィンドウでリンクします。 このページに関する お問い合わせ 都市政策部 建築住宅課 電話：0577-35-3176 ファクス：0577-35-3168 お問い合わせは専用フォームをご利用ください。 募集 市営住宅（地域対応活用）使用者の募集について 縄文土器作り講座の募集について "
21203,高山市,11,11,"令和7年度 公募型プロポーザルの実施について（位山交流促進センターレストラン等運営業務委託）",https://www.city.takayama.lg.jp/1003897/1018389.html,"は、「Adobe（R） Reader」が必要です。お持ちでない方は、Adobeのサイトからダウンロード（無償）してください。 Adobeのサイトへ新しいウィンドウでリンクします。 このページに関する お問い合わせ 市民活動部 スポーツ推進課 電話：0577-35-3157 ファクス：0577-35-3414 お問い合わせは専用フォームをご利用ください。 募集 市営住宅（地域対応活用）使用者の募集について 縄文土器作り講座の募集について "
21203,高山市,11,11,"市営住宅9月末入居者募集",https://www.city.takayama.lg.jp/1003897/1023582.html,"、本庁にて抽選を行います。 注意事項 家賃とは別に共益費、駐車場使用料などが必要となる場合があります。 町内会等の自治会には原則加入してください。 関連情報 赤保木団地 市営住宅一覧 このページに関する お問い合わせ 都市政策部 建築住宅課 電話：0577-35-3176 ファクス：0577-35-3168 お問い合わせは専用フォームをご利用ください。 募集 市営住宅（地域対応活用）使用者の募集について 縄文土器作り講座の募集について "
21203,高山市,11,8,"助成制度",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1001311/index.html,"ndonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度"
21203,高山市,11,8,"生涯学習",https://www.city.takayama.lg.jp/kurashi/1000021/1000118/index.html,"術活動の成果を発表する場として毎年11月に開催しています。 映画「国宝」高山市特別上映会を開催【チケット完売】 今、話題の映画「国宝」の高山市特別上映会を開催します。高山市出身の舞踊家谷口裕和氏が出演者の振付（舞踊指導）を務められた作品です。市民の心の豊かさを創出するため、市民が気軽に文化芸術に触れられる機会を提供する市民文化芸術鑑賞事業として実施します。 飛騨高山臥龍桜日本画大賞展 本公募展は第28回（令和3年度）をもって終了しました"
21203,高山市,11,3,"保育士ねっと",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1000742.html,"Adobeのサイトからダウンロード（無償）してください。 Adobeのサイトへ新しいウィンドウでリンクします。 このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,5,"保育の必要量の認定",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1005836.html,"日8時間以内 通常の保育時間（午前8時から午後4時）の前後から保育が必要となる場合、保育標準時間認定とします。 このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,15,"保育料",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1005270.html,"Adobeのサイトからダウンロード（無償）してください。 Adobeのサイトへ新しいウィンドウでリンクします。 このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,5,"一時保育",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1000752.html,"こま草保育園 清見保育園 荘川保育園 宮保育園 久々野保育園 朝日保育園 こくふ保育園 本郷保育園 栃尾保育園 このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,11,"休日保育",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1000753.html,"し込みはこのフォームではできませんので、直接、岡本保育園までご相談ください。（電話:0577-32-4139） このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,12,"施設等利用給付認定について",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/1000113/1011689.html,"Adobeのサイトからダウンロード（無償）してください。 Adobeのサイトへ新しいウィンドウでリンクします。 このページに関する お問い合わせ こども未来部 こども政策課 電話：0577-35-3140 ファクス：0577-35-4884 お問い合わせは専用フォームをご利用ください。 くらしの情報 こども 保育・幼児教育、託児サービス 保育園・幼稚園 幼児教育・保育の無償化 幼児教育・保育の無償化 保育園 入園基準 高山市内の保育園一"
21203,高山市,11,14,"消防",https://www.city.takayama.lg.jp/kurashi/1000013/1000082/index.html,"の組織 高山市消防本部 高山消防署 高山消防署 大野分署 高山消防署 国府分署 高山消防署 上宝分署 高山消防署 丹生川出張所 高山消防署 清見出張所 高山消防署 荘川出張所 高山消防署 白川出張所 所在地 ご紹介 AED（除細動器） 消火栓・防火水槽 車両の種類 資機材の種類 消防の服装 救急救命士 生命の星 消防署の一日（消防隊） 消防署の一日（救急隊） 119番通報（通信指令室） 119番通報のしかた スマートフォンなどから自動で"
21203,高山市,11,11,"証明書のオンライン申請",https://www.city.takayama.lg.jp/kurashi/1000014/1018332.html,"43;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置： トップページ > くらしの情報 > 届出・証明 > 証明書のオンライン申請 ここから本文です。 証明書のオンライン申請 ページ番号 T1"
21203,高山市,11,18,"障がい者福祉",https://www.city.takayama.lg.jp/kurashi/1000017/1000099/index.html,"#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・"
21203,高山市,11,15,"介護保険事業者の皆さまへ",https://www.city.takayama.lg.jp/kurashi/1000017/1010535/index.html,"ages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置： トップページ > くらしの情報 > 福祉・介護保険 > 介護保険事業者の皆さまへ ここから本文です。 介護保険事業者の皆さまへ 電子申請・届出システムによる新規申請・変更届出等の受付について 地域密"
21204,多治見市,11,8,"中京学院大学キャンパスの多治見市移転一元化",https://www.city.tajimi.lg.jp/shisei/shisaku_keikaku/1007343/1007347/index.html,"興 企業誘致 起業・企業支援 労働・就労支援 事業者向け情報 市政情報 市政情報 トップ 閉じる 市の概要・アクセス 組織・業務案内 市長の部屋 施策・計画 条例・規則・制度 広報 広聴 審議会・協議会・委員会 財政 市議会 職員・採用 選挙 統計・調査 申請書ダウンロード 関連機関等リンク集 監査委員 固定資産評価審査委員会 公平委員会 現在の位置： トップページ > 市政情報 > 施策・計画 > 広域行政、産官学連携 > 中京学院大"
21204,多治見市,11,8,"多治見市モザイクタイルミュージアム",https://www.city.tajimi.lg.jp/kanko_bunka_sports/kankyo/1009187/1006688.html,"いたします。 なお、施設は通常通り営業しております。 【お問い合わせ】 電話：0572-43-5101 Instagram：＠mosaictile.museum ご利用の皆様にはご不便、ご迷惑をおかけしますことをお詫び申し上げます。 多治見市モザイクタイルミュージアムについて 多治見市と旧笠原町の合併（平成18年1月23日）に伴い、『新市建設計画』及び『第6次多治見市総合計画』で事業化され整備を進めてきた施設で、平成28年6月4日に開館"
21204,多治見市,11,11,"マイナンバーカードを夜間・休日に受け取れます",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/mynumber/1005217/1005221.html," 開庁時間外の個人番号カードの交付窓口を開設しています。日中の来庁が難しい方は、電話もしくは、予約システムで、 必ず予約の上 ご利用ください。 受取日時 夜間交付スケジュール 次の木曜日は、19時00分まで時間を延長します。 8月13日 ※7月はシステム改修のため、夜間交付は行いません。 詳しくは予約システムをご覧ください。 マイナンバーカード交付予約 （外部リンク） 休日交付スケジュール 令和8年7月18日（土曜日）8時45分～12時"
21204,多治見市,11,15,"コンビ二交付サービス",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/koseki_jumin_ryoken/1005236/1005243.html,"きないなど、さまざまな条件があります。 住所や氏名などの文字数が多い方はコンビニで証明書を取得できないことがあります。 その場合は窓口等で申請してください。 多治見市の戸籍を取得する場合で、他市区町村に住民登録がある方は、事前登録申請（本籍地証明交付サービスの利用登録申請）が必要です（利用可能になるまで数日間かかります）。事前登録申請はコンビニ等のマルチコピー機（コンビニ交付の機械）で行うことができます。 戸籍届出（婚姻、離婚、出生、死"
21204,多治見市,11,14,"地方創生臨時交付金",https://www.city.tajimi.lg.jp/shisei/shisaku_keikaku/1007310.html,"管理の徹底、ポストコロナ社会を見据えた成長・分配の実現及びコロナ禍において物価高騰等に直面する生活困窮者等への支援を通じた地方創生を図ることを目的とした国から交付される交付金です。 新型コロナウイルス感染症対応地方創生臨時交付金（内閣官房・内閣府総合サイト） （外部リンク） 実施状況及び効果検証 令和2年度実施状況及び効果検証 （PDF 688.0 KB） 令和3年度実施状況及び効果検証 （PDF 440.7 KB） 令和4年度実施状況"
21204,多治見市,11,5,"要配慮者利用施設における避難確保計画の作成",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005927/1005930.html," エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Foreign language English &#31616;&#20307;&#20013;&#25991; &#32321;&#39636;&#20013;&#25991; &#54620;&#44397;&#50612; Português &#84;&#105;&#7871;&#110;&#103;&#32;&#86;&#105;&#78"
21204,多治見市,11,6,"市の防災対策・補助",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005931/index.html,"ビジネス トップ 閉じる 入札・契約 農業 林業 産業振興 企業誘致 起業・企業支援 労働・就労支援 事業者向け情報 市政情報 市政情報 トップ 閉じる 市の概要・アクセス 組織・業務案内 市長の部屋 施策・計画 条例・規則・制度 広報 広聴 審議会・協議会・委員会 財政 市議会 職員・採用 選挙 統計・調査 申請書ダウンロード 関連機関等リンク集 監査委員 固定資産評価審査委員会 公平委員会 現在の位置： トップページ > 暮らし・手"
21204,多治見市,11,14,"コミュニティ助成事業（地域防災組織育成助成事業）",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005931/1009307.html,"ーのホームページをご覧ください。 自治総合センターのホームページ （外部リンク） 申請される場合は、事前に企画防災課にご相談ください。 また、助成の決定は自治総合センターが行いますので、申請内容が基準を満たしていても助成を受けられないこともあります。ご了承ください。 このページに関する お問い合わせ 企画部 危機管理課 危機管理グループ 〒507-8703 多治見市日ノ出町2丁目15番地 電話：0572-22-1378 内線：1414、"
21205,関市,11,6,"農林業",https://www.city.seki.lg.jp/category/4-37-0-0-0-0-0-0-0-0.html,"・生活 道路・河川 農林業 雇用・就労 ごみ・リサイクル 防犯・交通安全 消防 上下水道 税金 相談・補助制度 市民参加・協働 生涯学習 スポーツ 主な施設 交通・アクセス 地理情報（GIS） オープンデータ 公示送達 子ども・教育 関市子育てガイドブック 妊娠から出産 子育て 子育てへの助成 子どもと家庭の相談 教育の支援・相談 ひとり親家庭 保育園・幼稚園 小・中・高・大学校 関市地域クラブ 健康・福祉・医療 新型コロナウイルス 健"
21205,関市,11,14,"民間提案制度による未利用市有財産の利活用者募集",https://www.city.seki.lg.jp/0000022389.html,"・生活 道路・河川 農林業 雇用・就労 ごみ・リサイクル 防犯・交通安全 消防 上下水道 税金 相談・補助制度 市民参加・協働 生涯学習 スポーツ 主な施設 交通・アクセス 地理情報（GIS） オープンデータ 公示送達 子ども・教育 関市子育てガイドブック 妊娠から出産 子育て 子育てへの助成 子どもと家庭の相談 教育の支援・相談 ひとり親家庭 保育園・幼稚園 小・中・高・大学校 関市地域クラブ 健康・福祉・医療 新型コロナウイルス 健"
21205,関市,11,5,"R8 介護のお仕事相談会",https://www.city.seki.lg.jp/0000023178.html,"・生活 道路・河川 農林業 雇用・就労 ごみ・リサイクル 防犯・交通安全 消防 上下水道 税金 相談・補助制度 市民参加・協働 生涯学習 スポーツ 主な施設 交通・アクセス 地理情報（GIS） オープンデータ 公示送達 子ども・教育 関市子育てガイドブック 妊娠から出産 子育て 子育てへの助成 子どもと家庭の相談 教育の支援・相談 ひとり親家庭 保育園・幼稚園 小・中・高・大学校 関市地域クラブ 健康・福祉・医療 新型コロナウイルス 健"
21205,関市,11,6,"農業関連情報",https://www.city.seki.lg.jp/category/4-37-1-0-0-0-0-0-0-0.html,"・生活 道路・河川 農林業 雇用・就労 ごみ・リサイクル 防犯・交通安全 消防 上下水道 税金 相談・補助制度 市民参加・協働 生涯学習 スポーツ 主な施設 交通・アクセス 地理情報（GIS） オープンデータ 公示送達 子ども・教育 関市子育てガイドブック 妊娠から出産 子育て 子育てへの助成 子どもと家庭の相談 教育の支援・相談 ひとり親家庭 保育園・幼稚園 小・中・高・大学校 関市地域クラブ 健康・福祉・医療 新型コロナウイルス 健"
21201,岐阜市,9,11,"ふるさと納税返礼品情報",https://www.city.gifu.lg.jp/info/kouhou/1008368/1018107/1008514.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,5,"中央卸売市場 市況・公表事項",https://www.city.gifu.lg.jp/business/nougyou/1005989/1027727/1027750.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,3,"メンタルヘルスチェックシステム「こころの体温計」",https://www.city.gifu.lg.jp/kenko/kenkousoudan/1004485/1004504/1004505.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,3,"認知症のチェックをしませんか？",https://www.city.gifu.lg.jp/kenko/koureisyafukushi/1004584/1004585.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,15,"岐阜市LINE公式アカウント",https://www.city.gifu.lg.jp/info/kouhou/1035104/1008388/1008392.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,11,"自動運転バス「GIFU HEART BUS」5年間の継続運行中！",https://www.city.gifu.lg.jp/kurashi/douro/1002587/1023154/1023168.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,8,4,"元気なぎふ応援寄附金について",https://www.city.gifu.lg.jp/info/hurusato/1008504.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21203,高山市,8,11,"",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1023776/index.html,"577-35-3533 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,6,"環境",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/index.html,"念全国大会 岐阜in 飛騨高山 この大会は、山について楽しみながら学び、岐阜の山や自然の魅力を実感し、ここでしかない体験ができるイベントです。当日は記念式典に併せて「歓迎フェスティバル」を開催します。 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,8,"特定外来生物防除について",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1008502.html,"577-35-3533 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,5,"外来種や貴重な動植物に関する情報をご提供ください！",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1010109.html,"577-35-3533 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,11,"騒音規制法及び振動規制法に係る届出について",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1001260.html,"577-35-3138 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,3,"焼却炉の基準",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1001291.html,"577-35-3138 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,3,"水路に関する各種手続き",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1004072.html,"577-35-3340 ファクス：0577-35-3168 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,3,"マイマイガ発生への対応について",https://www.city.takayama.lg.jp/kurashi/1000024/1000130/1001294.html,"577-35-3533 ファクス：0577-35-3169 お問い合わせは専用フォームをご利用ください。 くらしの情報 ごみ・リサイクル・環境 環境 第10回『山の日』記念全国大会 岐阜in 飛騨高山 フリーマーケット 寄せ植え講習会 白山ユネスコエコパーク 飛騨山脈ジオパーク構想 特定外来生物防除について 特定外来生物防除講習会 御嶽山の国定公園指定について 環境に関する測定結果 環境配慮事業所認証制度について 「乗鞍山麓五色ヶ原の森"
21203,高山市,8,5,"保育・幼児教育、託児サービス",https://www.city.takayama.lg.jp/kurashi/1000019/1020166/index.html,"保育・幼児教育、託児サービス｜高山市 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイト内検索 やさしいにほんご もとにもどす Select Language About translation Eng"
21203,高山市,8,10,"防災",https://www.city.takayama.lg.jp/kurashi/1000013/1000080/index.html,"利用施設における避難確保計画の作成等について 災害に備えて 高山市の指定避難所 防災備蓄について たかやま防災クイズ 耐震診断・耐震改修に対する助成制度 避難行動要支援者名簿の登録 高山市が締結する災害時応援協定 高山市ハザードマップ ハザードマップ わがまち防災マップ 自主防災組織 自主防災組織とは 各組織の関係性について 各組織の役割（例） 自助（各家庭で実施・自主防災組織で支援） 共助（自主防災組織で実施） 自主防災組織運営に携わ"
21203,高山市,8,6,"防犯",https://www.city.takayama.lg.jp/kurashi/1000013/1000081/index.html,"Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制"
21203,高山市,8,13,"こども",https://www.city.takayama.lg.jp/kurashi/1006064/1006074/index.html,"イズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置： トップページ > くらしの情報 > 助成・補助制度 > こども ここから本文です。 こども 妊婦さんへの交通費及び出産前宿泊費の助成 不妊治療（人工授精）の助成 不妊治療費（生殖補助医療）の助成 不妊治療受診にかかる交通費を助成しま"
21203,高山市,8,10,"福祉",https://www.city.takayama.lg.jp/kurashi/1006064/1006071/index.html,";&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベント"
21203,高山市,8,10,"教育",https://www.city.takayama.lg.jp/kurashi/1006064/1006105/index.html,"344;&#2375;&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健"
