municipality,rescore,title,h1,url,hasAmount,hasTarget,hasDeadline,strongHit,snippet
"津市","33","市民税の減免1","被災者に対する支援制度","https://www.info.city.tsu.mie.jp/kurashi/bousai_kyuukyuu_shoubou/1003370/1003357/1003358.html","true","true","false","支援金|貸付|減免|免除","被災者に対する支援制度 ページ番号1003358 更新日 2025年11月28日 印刷 大きな文字で印刷 市民税の減免1 市民税の減免2 固定資産税の災害減免 市税の徴収猶予および延滞金の軽減・免除 災害廃棄物に係る処理施設使用料減免 災害に伴うくみ取り業務 住宅応急修理 被災者生活再建支援金 災害弔慰金 災害障害見舞金 災害援護資金貸付金 災害見舞金 弔慰金 保育を必要とする理由に適用 保育所等の利用者負担額減免1 保育所等の利用者負担額減免2 母子父子寡婦福祉資金の貸付 "
"伊勢市","32","就学援助・奨学金","就学援助制度","https://www.city.ise.mie.jp/kyouiku/youchien_gakkou/syugakuenjo/1001884.html","true","true","true","手当|奨学金|減免","い方は、申請書一式に必要事項を記入のうえ、学校へ提出してください。 受付は、年間を通じて随時行っています。 認定基準 世帯の合計所得金額が平成25年8月の生活扶助基準見直し前の生活保護基準額の1.5倍以内の家庭。 また、それ以外で、令和6年度または令和7年度、次の項目に該当し、特に教育委員会が必要と認めた家庭。 生活保護の廃止または停止 市民税の非課税または減免 国民年金の保険料の減免 国民健康保険料の減免または徴収猶予 児童扶養手当が支給されている家庭 その他、収入が不安定"
"伊勢市","32","企業等奨学金返還支援補助金","企業等奨学金返還支援補助金","https://www.city.ise.mie.jp/sangyo/koyou/roudou/1018506.html","true","true","true","補助金|手当|奨学金","企業等奨学金返還支援補助金 ページ番号1018506 更新日 令和7年3月19日 印刷 大きな文字で印刷 貴社の人材確保を応援します！ 補助対象者（補助金の申請者） 対象従業員への奨学金返還支援制度を設けており、市内に事業所を有する法人及び個人事業主（官公庁等は対象外） 対象従業員 次のいずれの条件を満たす従業員が対象 です。 採用されてから3年以内かつ35歳以下 正規雇用された従業員 市内に住所を有していること 本人が奨学金を返還予定または 返還中であること 補助対象企業が"
"松阪市","32","松阪市の子育て情報サイト - お肉のまち 松阪市公式ホームページ","","https://www.city.matsusaka.mie.jp/site/kosodate-zyouhou/","false","true","false","一時金|手当|医療費助成|免除","ポーツ 家庭への支援・助成 相談したい 本文 子育て・孫育て 松阪市子育てガイド 孫育て情報 プレコンセプションケア 妊娠したら 松阪市子育てガイド まつさかすくすく応援パッケージ 母子健康手帳の交付 妊婦健康診査 妊婦歯科健康診査 松阪市子育てカレンダー パパママ教室 ふたごちゃん・みつごちゃんサロン 多胎妊産婦等サポート事業 国民年金保険料の産前産後期間免除制度 多胎先輩ママ訪問 子育て世帯訪問支援事業（子育て支援型） 子育て世帯訪問支援事業（子育て支援型）事業者について"
"松阪市","32","多胎先輩ママ訪問","多胎先輩ママ訪問","https://www.city.matsusaka.mie.jp/site/kosodate-zyouhou/tataisennpai.html","false","true","false","一時金|手当|医療費助成|免除","ウンロードしてください。（無料） Tweet 子育て・孫育て 松阪市子育てガイド 孫育て情報 プレコンセプションケア 妊娠したら 松阪市子育てガイド まつさかすくすく応援パッケージ 母子健康手帳の交付 妊婦健康診査 妊婦歯科健康診査 松阪市子育てカレンダー パパママ教室 ふたごちゃん・みつごちゃんサロン 多胎妊産婦等サポート事業 国民年金保険料の産前産後期間免除制度 多胎先輩ママ訪問 子育て世帯訪問支援事業（子育て支援型） 子育て世帯訪問支援事業（子育て支援型）事業者について"
"松阪市","32","助成・手当ての一覧","健康・医療","https://www.city.matsusaka.mie.jp/life/sub/6/38/","true","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","32","助成・手当ての一覧","妊娠・出産","https://www.city.matsusaka.mie.jp/life/sub/6/46/","true","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","32","助成・手当ての一覧","子どもの健康・教室","https://www.city.matsusaka.mie.jp/life/sub/6/48/","true","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","32","助成・手当ての一覧","ひとり親","https://www.city.matsusaka.mie.jp/life/sub/6/49/","true","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"伊勢市","31","犬猫不妊・去勢手術","犬猫不妊・去勢手術","https://www.city.ise.mie.jp/kurashi/pet/1001256.html","true","true","true","助成金","終了のお知らせ 伊勢市では、ペットの適正な飼育と繁殖防止のため、犬猫の不妊・去勢手術費の助成を実施してきましたが、令和8年度で終了します。 対象 申請者は、手術実施及び交付申請日に市内在住の方に限ります。 また、犬については、狂犬病予防法（昭和25年法律第247号）に定める登録がされていて、 手術実施日までの1年以内に狂犬病予防注射をしている犬に限ります。 助成金額 オス メス 犬 3,000円 4,000円 猫 2,500円 3,500円 申請方法 所定の申請書兼請求書に必"
"桑名市","31","【窓口申請用】申請書ダウンロード","【窓口申請用】申請書ダウンロード","https://www.city.kuwana.lg.jp/kankyo/kurashi/todokede/24-10676-225-354.html","true","true","true","補助金","の設置など)行う制度です。環境美化活動を辞める場合辞退届が必要です。 手続きの詳細について 手続の根拠規定 桑名市アダプトプログラム実施要綱第13条 受付場所 環境対策課 受付期間及び時間 執務日の午前9時00分から午後4時30分 提出方法・部数 窓口へ提出 手数料 無料 ダウンロード アダプトプログラム辞退届出書（ワード：20KB） 犬及び猫不妊去勢手術費補助金交付申請書 手続名 犬及び猫不妊去勢手術費補助金交付申請書 対象者 桑名市在住で犬・猫の不妊及び去勢手術を行った方"
"四日市市","31","生活支援給付金室 情報一覧","生活支援給付金室 情報一覧","https://www.city.yokkaichi.lg.jp/www/section/1705388916556/index.html","true","true","true","給付金","生活支援給付金室 情報一覧 - 四日市市 コンテンツにジャンプ メニューにジャンプ 四日市市役所 English Portugues 中文 Espanol 한국어 Tiếng Việt Filipino नेपाली Bahasa Indonesia தமிழ் සිංහල ภาษาไทย 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 代表電話(総合案内) 059-354-8104 夜間休日受付・警備員室 059-354-81"
"松阪市","31","人権・多様性社会","人権・多様性社会","https://www.city.matsusaka.mie.jp/site/jinken/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","防災・安全・消費生活情報","防災・安全・消費生活情報","https://www.city.matsusaka.mie.jp/soshiki/1/top-bousaianzenmenu.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","下記メニューからお選びください。","下記メニューからお選びください。","https://www.city.matsusaka.mie.jp/site/my-number-card/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市民病院","松阪市民病院","https://www.city.matsusaka.mie.jp/site/hosannai/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","健康センターはるる","健康センターはるる","https://www.city.matsusaka.mie.jp/site/health-haruru/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","市政情報","市政情報","https://www.city.matsusaka.mie.jp/life/13/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","申請手続きナビ","申請手続きナビ","https://www.city.matsusaka.mie.jp/navi/shinsei/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","分類でさがす","分類でさがす","https://www.city.matsusaka.mie.jp/life/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","組織でさがす","組織でさがす","https://www.city.matsusaka.mie.jp/soshiki/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","地図でさがす","地図でさがす","https://www.city.matsusaka.mie.jp/soshiki/1/chizudesagasu.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","鈴の音バス","鈴の音バス","https://www.city.matsusaka.mie.jp/site/community-koutu/list40-1686.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","意見募集 （パブリックコメント）","意見募集 （パブリックコメント）","https://www.city.matsusaka.mie.jp/soshiki/7/pabukome.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","第29回 嬉野おおきん祭り","第29回 嬉野おおきん祭り","https://www.city.matsusaka.mie.jp/site/sinkoukyoku/ookinfes29th.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","重要なお知らせ","重要なお知らせ","https://www.city.matsusaka.mie.jp/soshiki/list3-1.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市休日・夜間応急診療所等について","松阪市休日・夜間応急診療所等について","https://www.city.matsusaka.mie.jp/soshiki/24/newkyushin.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市内店舗PR動画 ウチの逸品","松阪市内店舗PR動画 ウチの逸品","https://www.city.matsusaka.mie.jp/soshiki/1/uchinoippin.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","職員採用情報","職員採用情報","https://www.city.matsusaka.mie.jp/site/saiyou/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","市役所のシゴト","市役所のシゴト","https://www.city.matsusaka.mie.jp/movie-page/matsusaka-ch/shiyakusyonoshigoto.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","『松阪市地域づくり応援人材バンク』を利用してみませんか？","『松阪市地域づくり応援人材バンク』を利用してみませんか？","https://www.city.matsusaka.mie.jp/site/kouhou/jinzaibank.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","よくある質問を紹介しています。","よくある質問を紹介しています。","https://www.city.matsusaka.mie.jp/site/question/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市産業振興センター各会場の空き状況について","松阪市産業振興センター各会場の空き状況について","https://www.city.matsusaka.mie.jp/soshiki/35/sanshinaki.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","各戸配布物、回覧物、ポスター一覧表（令和8年度分）","各戸配布物、回覧物、ポスター一覧表（令和8年度分）","https://www.city.matsusaka.mie.jp/site/kouhou/haihu-r8.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","広報まつさか 令和8年7月号(Vol.259)","広報まつさか 令和8年7月号(Vol.259)","https://www.city.matsusaka.mie.jp/site/kouhou/2026-7.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","行政チャンネル","行政チャンネル","https://www.city.matsusaka.mie.jp/site/matsusaka-ch/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市公式アプリ「松阪ナビ」","松阪市公式アプリ「松阪ナビ」","https://www.city.matsusaka.mie.jp/site/kouhou/sougouapp.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","ぎゅうっとサポート 松阪へおいないさ","ぎゅうっとサポート 松阪へおいないさ","https://www.city.matsusaka.mie.jp/site/ijyu-teijyu/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","ボランティア募集","ボランティア募集","https://www.city.matsusaka.mie.jp/site/volunteer/","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","松阪市役所の電話番号案内","松阪市役所の電話番号案内","https://www.city.matsusaka.mie.jp/soshiki/1/bangouannai.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
"松阪市","31","秘書広報局","秘書広報局","https://www.city.matsusaka.mie.jp/soshiki/2.html","false","true","true","補助金|支援金|手当","ク ごみ・リサイクル コミュニティ交通 上下水道 環境 人権・多様性社会 防災・安全・消費生活情報 マイナンバー オンライン申請 ちゃちゃマップ まつさかゼロカーボン 健康・福祉・医療 健康保険 健康・医療 福祉 国民年金 介護保険 高齢者福祉 障がい福祉 市民病院 健康センターはるる 子育て・教育 妊娠・出産 保育園・幼稚園 子どもの健康・教室 ひとり親 手当・助成 施設・相談 教育・学校 松阪市の子育て情報サイト 観光・文化・スポーツ 生涯学習・公民館・図書館 観光情報 "
