municipality,score,strong,hasAmount,hasTarget,hasDeadline,title,url,snippet
"御殿場市","22","1","false","true","true","","https://www.city.gotemba.lg.jp/daily_info","今日の行事とお知らせ &#8211; 御殿場市公式ホームページ Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &gt; 今日の行事とお知らせ 今日の行事とお知らせ 同報無線で放送された内容です。 同報無線の戸別受信機の故障については、危機管理課（TEL： 0550-82-4370 ）までお問い合わせください。 ■ 関連ペー"
"裾野市","22","1","false","true","true","","https://www.city.susono.shizuoka.jp/","裾野市公式ウェブサイト／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 富士山ライブカメラ 富士山の様子をライブカメラで配信中 くらしの便利サービス 施設情報 市の施設情報を、カテゴリ別や"
"裾野市","22","1","false","true","true","","https://www.city.susono.shizuoka.jp/index.html","裾野市公式ウェブサイト／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 富士山ライブカメラ 富士山の様子をライブカメラで配信中 くらしの便利サービス 施設情報 市の施設情報を、カテゴリ別や"
"裾野市","22","1","false","true","true","子育て・教育","https://www.city.susono.shizuoka.jp/kosodate/index.html","子育て・教育／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 子育て・教育 子育て・教育 新着情報 NEW! 現在、新着情報はございません。 妊娠・出産"
"裾野市","22","1","false","true","true","観光・文化・スポーツ","https://www.city.susono.shizuoka.jp/kanko/index.html","観光・文化・スポーツ／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 観光・文化・スポーツ 観光・文化・スポーツ 新着情報 NEW! 現在、新着情報はご"
"裾野市","22","1","false","true","true","市政情報","https://www.city.susono.shizuoka.jp/shisei/index.html","市政情報／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 市政情報 市政情報 新着情報 NEW! 現在、新着情報はございません。 市長の部屋 市長戦略2"
"袋井市","22","1","false","true","true","","https://www.city.fukuroi.shizuoka.jp/","ホーム／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検索 ホー"
"袋井市","22","1","false","true","true","","https://www.city.fukuroi.shizuoka.jp/index.html","ホーム／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検索 ホー"
"袋井市","22","1","false","true","true","子育て・教育","https://www.city.fukuroi.shizuoka.jp/kosodate_kyoiku/index.html","子育て・教育／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検索"
"袋井市","22","1","false","true","true","健康・医療・福祉","https://www.city.fukuroi.shizuoka.jp/kenko_iryo/index.html","健康・医療・福祉／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード"
"袋井市","22","1","false","true","true","観光・文化・スポーツ","https://www.city.fukuroi.shizuoka.jp/kanko_bunka/index.html","観光・文化・スポーツ／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワ"
"袋井市","22","1","false","true","true","事業者向け","https://www.city.fukuroi.shizuoka.jp/jigyosha/index.html","事業者向け／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検索 "
"下田市","20","0","true","true","true","2026年7月号 広報しもだ","https://www.city.shimoda.shizuoka.jp/category/kouhousimoda2026/159317.html","2026年7月号 広報しもだ | 下田市 本文へのスキップリンク 設定 探す メニュー 閉じる 文字サイズ 標準 拡大 言語選択 くらし・手続き 子育て・教育 健康・福祉・医療 産業・観光 市政情報 くらし・手続き くらし・手続き 子育て・教育 子育て・教育 健康・福祉・医療 健康・福祉・医療 産業・観光 産業・観光 市政情報 市政情報 ホーム 市政 広報・広聴 広報しもだ2026年度 2026年7月号 広報しもだ 2026年7月号 広報しもだ 内容 号数：広報しもだ令和8年7月号 一括ダウンロード： 広報しもだ令"
"下田市","20","0","true","true","true","下田市ホームページ 広告募集","https://www.city.shimoda.shizuoka.jp/category/080501homepage/110067.html","下田市ホームページ 広告募集 | 下田市 本文へのスキップリンク 設定 探す メニュー 閉じる 文字サイズ 標準 拡大 言語選択 くらし・手続き 子育て・教育 健康・福祉・医療 産業・観光 市政情報 くらし・手続き くらし・手続き 子育て・教育 子育て・教育 健康・福祉・医療 健康・福祉・医療 産業・観光 産業・観光 市政情報 市政情報 ホーム 市政 広報・広聴 ホームページについて 下田市ホームページ 広告募集 下田市ホームページ 広告募集 当ホームページへの広告掲載希望者を募集しています 募集概要 掲載期間 １"
"湖西市","20","0","true","true","true","令和8年度の「広報こさい」編集・印刷業者の募集(結果公表)","https://www.city.kosai.shizuoka.jp/soshikiichiran/hisho/gyomuannai/5_1/3/14181.html","令和8年度の「広報こさい」編集・印刷業者の募集(結果公表)／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 組織一覧 秘書広報課 業務案内 広報 広報こさい 令和8年度の「広報こさい」編集・印刷業者の募集"
"湖西市","20","0","true","true","true","ふるさと納税","https://www.city.kosai.shizuoka.jp/soshikiichiran/kanko/1_1/index.html","ふるさと納税／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 組織一覧 文化観光課 ふるさと納税 ふるさと納税 新着情報 NEW! 現在、新着情報はございません。 ふるさと納税とは 湖西市応援寄附金(ふる"
"湖西市","20","0","true","true","true","湖西市ウェブサイトバナー広告の募集","https://www.city.kosai.shizuoka.jp/shiseijoho/koho_kocho/saitonojoho/4482.html","湖西市ウェブサイトバナー広告の募集／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 市政情報 広報・広聴 サイトの情報 湖西市ウェブサイトバナー広告の募集 湖西市ウェブサイトバナー広告の募集 更新日：20"
"御殿場市","20","0","true","true","true","","https://www.city.gotemba.lg.jp/kurashi/b-12/b-12-1/6252.html","市内の電車・バス等 &#8211; くらし Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; くらし &gt; 交通 &gt; 公共交通 &gt; 市内の電車・バス等 くらし 市内の電車・バス等 市内の公共交通はバス、電車、タクシーがあります。お出かけの際には公共交通機関をぜひご利用ください。 路線バス "
"御殿場市","20","0","true","true","true","","https://www.city.gotemba.lg.jp/gyousei/g-4/g-4-5/2550.html","情報が見つからないときは &#8211; 行政情報 Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 行政情報 &gt; 広報・広聴 &gt; ホームページ運営 &gt; 情報が見つからないときは 行政情報 情報が見つからないときは お探しの情報を見つける方法をまとめましたのでご覧ください。 それでも情報"
"御殿場市","20","0","true","true","true","","https://www.city.gotemba.lg.jp/gyousei/g-p-info/g-p-info-02/31933.html","「GOTEMBA MIRAI PROJECT 2026 powered by TGC」参加者募集中! &#8211; 行政情報 Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 行政情報 &gt; お知らせ &gt; 無線放送 &gt; 「GOTEMBA MIRAI PROJECT 2026 powere"
"御殿場市","20","0","true","true","true","","https://www.city.gotemba.lg.jp/kurashi/b-p-info/b-p-info-02/21097.html","市営住宅入居者募集のお知らせ &#8211; くらし Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; くらし &gt; お知らせ &gt; 無線放送 &gt; 市営住宅入居者募集のお知らせ くらし 市営住宅入居者募集のお知らせ 市営住宅の入居者募集を行っています。 申込期限 7月18日(土)まで 申し込"
"御殿場市","20","0","true","true","true","","https://www.city.gotemba.lg.jp/kurashi/b-11/b-11-3/21001.html","【注意喚起】特定外来生物ナガエツルノゲイトウ &#8211; くらし Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; くらし &gt; 環境保全 &gt; 自然環境 &gt; 【注意喚起】特定外来生物ナガエツルノゲイトウ くらし 【注意喚起】特定外来生物ナガエツルノゲイトウ 特定外来生物「ナガエツルノゲ"
"裾野市","20","0","true","true","true","クマの出没への注意（随時更新）","https://www.city.susono.shizuoka.jp/soshiki/8/3/emergency/7278.html","クマの出没への注意（随時更新）／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 市の組織 地域経済部 農林政策課 緊急情報 クマの出没への注意（随時更新"
"裾野市","20","0","true","true","true","都市公園（23公園）","https://www.city.susono.shizuoka.jp/machizukuri/1280/9450.html","都市公園（23公園）／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト まちづくり・建築 都市・緑地 都市公園（23公園） 都市公園（23公園） 裾野市内"
"裾野市","20","0","true","true","true","しずおかマリッジ","https://www.city.susono.shizuoka.jp/event/20765.html","しずおかマリッジ／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト イベント・募集 しずおかマリッジ しずおかマリッジ 静岡県と県内市町が運営する「しずお"
"裾野市","20","0","true","true","true","親子のこうざ(8月受付分)","https://www.city.susono.shizuoka.jp/event/22062.html","親子のこうざ(8月受付分)／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト イベント・募集 親子のこうざ(8月受付分) 親子のこうざ(8月受付分) 令和"
"裾野市","20","0","true","true","true","裾野市公共ライドシェア実証運行支援業務実施事業者募集公募型プロポーザルの実施","https://www.city.susono.shizuoka.jp/jigyosha/22004.html","裾野市公共ライドシェア実証運行支援業務実施事業者募集公募型プロポーザルの実施／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 事業者の方へ 裾野市公共ラ"
"裾野市","20","0","true","true","true","市役所敷地内のキッチンカー出店情報（7月分）と出店募集（8月分）","https://www.city.susono.shizuoka.jp/jigyosha/21138.html","市役所敷地内のキッチンカー出店情報（7月分）と出店募集（8月分）／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 事業者の方へ 市役所敷地内のキッチンカ"
"裾野市","20","0","true","true","true","すその子育て応援アプリ","https://www.city.susono.shizuoka.jp/soshiki/5/2/4/15952.html","すその子育て応援アプリ／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 市の組織 健康福祉部 健康推進課 妊娠・出産・子育て すその子育て応援アプリ す"
"裾野市","20","0","true","true","true","裾野長泉斎苑 麗峰の丘（裾野市長泉町衛生施設組合）","https://www.city.susono.shizuoka.jp/kurashi/fh/15969.html","裾野長泉斎苑 麗峰の丘（裾野市長泉町衛生施設組合）／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト くらし・手続き 斎場・市営墓地 裾野長泉斎苑 麗峰の"
"袋井市","20","0","true","true","true","広報ふくろい2026（令和8）年7月号","https://www.city.fukuroi.shizuoka.jp/soshiki/4/city_promotion/kohofukuroi/reiwa8/14608.html","広報ふくろい2026（令和8）年7月号／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け"
"袋井市","20","0","true","true","true","可燃ごみ削減プロジェクト～ふくろい5330（ごみさんまる）運動～","https://www.city.fukuroi.shizuoka.jp/soshiki/31/9259.html","可燃ごみ削減プロジェクト～ふくろい5330（ごみさんまる）運動～／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・"
"袋井市","20","0","true","true","true","袋井市消防団新入団員募集中","https://www.city.fukuroi.shizuoka.jp/soshiki/3/2/shobodan/FukuroiFirevc.html","袋井市消防団新入団員募集中／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 "
"袋井市","20","0","true","true","true","家庭用太陽光発電の余剰電力を小中学校・幼稚園等で活用します","https://www.city.fukuroi.shizuoka.jp/soshiki/16/2/shinene/12577.html","家庭用太陽光発電の余剰電力を小中学校・幼稚園等で活用します／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・"
"袋井市","20","0","true","true","true","ふるさと納税について","https://www.city.fukuroi.shizuoka.jp/soshiki/brand/brandkakari/furusatonouzei/1422533902790.html","ふるさと納税について／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワ"
"袋井市","20","0","true","true","true","ふくろい応援デジタルクーポン 参加店舗募集","https://www.city.fukuroi.shizuoka.jp/juyo/14602.html","ふくろい応援デジタルクーポン 参加店舗募集／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者"
"御殿場市","18","1","true","false","false","","https://www.city.gotemba.lg.jp/sangyou/f-2/f-2-4/8399.html","農畜産業の暑さ対策事例集について &#8211; 産業・ビジネス Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 産業・ビジネス &gt; 農林業 &gt; 農業関係 &gt; 農畜産業の暑さ対策事例集について 産業・ビジネス 農畜産業の暑さ対策事例集について 近年、地球温暖化の影響により記録的な高温が"
"下田市","16","1","false","false","true","下田市観光デジタルマップを公開します！","https://www.city.shimoda.shizuoka.jp/category/kankou_sangyou/157568.html","下田市観光デジタルマップを公開します！ | 下田市 本文へのスキップリンク 設定 探す メニュー 閉じる 文字サイズ 標準 拡大 言語選択 くらし・手続き 子育て・教育 健康・福祉・医療 産業・観光 市政情報 くらし・手続き くらし・手続き 子育て・教育 子育て・教育 健康・福祉・医療 健康・福祉・医療 産業・観光 産業・観光 市政情報 市政情報 ホーム 観光・産業 下田市観光デジタルマップを公開します！ 下田市観光デジタルマップを公開します！ 下田市では、株式会社thee momentが提供する多機能デジタルマッ"
"湖西市","16","1","false","true","false","子育て・教育","https://www.city.kosai.shizuoka.jp/kosodate_kyoiku/index.html","子育て・教育／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 子育て・教育 子育て・教育 新着情報 NEW! 現在、新着情報はございません。 子育て 妊娠・出産 手当・助成 子育て支援 健診・予防接種 幼"
"御殿場市","16","1","false","true","false","","https://www.city.gotemba.lg.jp/faq/","よくある質問 Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; よくある質問 よくある質問 閲覧数の多い質問 主婦ですが、パート収入はいくらから税金がかかりますか? 介護保険料の徴収方法について教えてください。また、特別徴収と普通徴収との違いは何ですか? 住民票や戸籍は、誰でも(誰のものでも)請求すること"
"裾野市","16","1","false","false","true","入園・入学","https://www.city.susono.shizuoka.jp/mokuteki/nyuen_nyugaku/index.html","入園・入学／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 目的で探す 入園・入学 入園・入学 保育園・幼稚園など 裾野市内の保育園等の空き状況 令和8"
"袋井市","16","1","false","true","false","地震・防災情報","https://www.city.fukuroi.shizuoka.jp/kurashi_tetsuzuki/bosai_anzen/bosai/kisho_saigai/1425447059813.html","地震・防災情報／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検"
"湖西市","14","0","true","true","false","しあわせRING(リング)の婚姻届・出生届","https://www.city.kosai.shizuoka.jp/kurashi_tetsuzuki/todokede_toroku_shomei/kakushutetsuzuki/5410.html","しあわせRING(リング)の婚姻届・出生届／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム くらし・手続き 届出・登録・証明 各種手続き しあわせRING(リング)の婚姻届・出生届 しあわせRING(リン"
"御殿場市","14","0","true","true","false","","https://www.city.gotemba.lg.jp/appeal/pfurusatotax","ふるさと納税 &#8211; 御殿場の魅力 Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 御殿場の魅力 &gt; ふるさと納税 ふるさと納税 ふるさと納税に係る総務大臣の指定について 御殿場市は、地方税法（昭和25年法律第226号）第37条の２第２項及び第314条の７第２項の規定に基づき、令和7年10"
"御殿場市","14","0","true","true","false","","https://www.city.gotemba.lg.jp/sangyou/f-p-info/f-p-info-01/8428.html","集約化構想の作成に向けた協議の実施について &#8211; 産業・ビジネス Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 産業・ビジネス &gt; お知らせ &gt; お知らせ &gt; 集約化構想の作成に向けた協議の実施について 産業・ビジネス 集約化構想の作成に向けた協議の実施について 集約化構想"
